País,Total,Aérea,Marítima,Região,Continente,Ano,viagens_country,indicators_country,CountryID,Country,Year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,"Agric, hunt, forest, fish (ISIC A-B)",Changes in inventories,Construction (ISIC F),Exports of goods and services,Final consumption expenditure,General gov final consumption expenditure,Gross capital formation,Gross fixed capital formation,Household consumption,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and comms (ISIC I)","Wholesale, retail, restaurants, hotels",GNI (USD),Gross Domestic Product (GDP),travels_per_capita,travels_per_1000_people
Outros,14337,14214,123,Ásia,Ásia,2015,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alemanha,53297,52747,550,Europa,Europa,2015,Alemanha,Germany,276.0,Germany,2015,0.901658962,0.901658962,82073226.0,Euro,41825.0,22979863653.0,-15792001861.0,139000000000.0,1570000000000.0,2440000000000.0,661000000000.0,663000000000.0,678000000000.0,1780000000000.0,1320000000000.0,683000000000.0,771000000000.0,1470000000000.0,3020000000000.0,277000000000.0,340000000000.0,3430000000000.0,3360000000000.0,0.0006493835151551128,0.6493835151551128
Austria,7020,6909,111,Europa,Europa,2015,Austria,Austria,40.0,Austria,2015,0.901658962,0.901658962,8642421.0,Euro,43744.0,4313737417.0,1808643921.0,21265423864.0,203000000000.0,277000000000.0,75453605958.0,90893678748.0,89085034827.0,201000000000.0,188000000000.0,63725490950.0,74856828215.0,150000000000.0,341000000000.0,31176454952.0,59030922183.0,378000000000.0,382000000000.0,0.0008122723945061228,0.8122723945061228
Belgica,8646,8578,68,Europa,Europa,2015,Belgica,Belgium,56.0,Belgium,2015,0.901658962,0.901658962,11248303.0,Euro,41668.0,3172263707.0,3044166494.0,21398334427.0,360000000000.0,346000000000.0,109000000000.0,109000000000.0,106000000000.0,237000000000.0,353000000000.0,58662201842.0,69505991363.0,222000000000.0,414000000000.0,40684340267.0,57135460514.0,469000000000.0,462000000000.0,0.0007686492798069185,0.7686492798069184
Dinamarca,7454,7433,21,Europa,Europa,2015,Dinamarca,Denmark,208.0,Denmark,2015,6.727906831,6.727906831,5677796.0,Danish Krone,54945.0,2898375452.0,1906605178.0,13026191087.0,168000000000.0,220000000000.0,77088408030.0,62445104478.0,60538499300.0,143000000000.0,147000000000.0,37541839733.0,47470336318.0,133000000000.0,263000000000.0,27647231846.0,38457131837.0,312000000000.0,303000000000.0,0.0013128333599868682,1.3128333599868682
Espanha,35545,35341,204,Europa,Europa,2015,Espanha,Spain,724.0,Spain,2015,0.901658962,0.901658962,46431342.0,Euro,25746.0,32690852367.0,9475866557.0,62575765783.0,402000000000.0,932000000000.0,233000000000.0,227000000000.0,218000000000.0,699000000000.0,366000000000.0,135000000000.0,177000000000.0,519000000000.0,1090000000000.0,92255501846.0,202000000000.0,1200000000000.0,1200000000000.0,0.0007655389327321187,0.7655389327321187
Finlandia,3406,3401,5,Europa,Europa,2015,Finlandia,Finland,246.0,Finland,2015,0.901658962,0.901658962,5479461.0,Euro,43206.0,5283594133.0,1068031308.0,13196785599.0,83008103046.0,185000000000.0,57166847104.0,50903947005.0,49835915697.0,128000000000.0,84341201314.0,34426541875.0,41441389250.0,98996409726.0,203000000000.0,21347317355.0,22248988646.0,237000000000.0,234000000000.0,0.0006215939852478191,0.6215939852478192
Franca,97710,97397,313,Europa,Europa,2015,Franca,France,250.0,France,2015,0.901658962,0.901658962,66021439.0,Euro,37728.0,39148948218.0,29576592852.0,120000000000.0,746000000000.0,1900000000000.0,580000000000.0,554000000000.0,524000000000.0,1320000000000.0,760000000000.0,254000000000.0,311000000000.0,1220000000000.0,2180000000000.0,209000000000.0,286000000000.0,2490000000000.0,2440000000000.0,0.0014799738006316403,1.4799738006316403
Grecia,2548,2546,2,Europa,Europa,2015,Grecia,Greece,300.0,Greece,2015,0.901658962,0.901658962,10806641.0,Euro,18086.0,7559546669.0,2532776911.0,3874380612.0,62842284512.0,174000000000.0,40391473439.0,23623165638.0,21090388727.0,134000000000.0,64844045795.0,16224232911.0,24487002225.0,89127631864.0,173000000000.0,15835401862.0,31948133635.0,195000000000.0,196000000000.0,0.00023578094247787078,0.2357809424778708
Holanda,20652,20508,144,Europa,Europa,2015,Holanda,Netherlands,528.0,Netherlands,2015,0.901658962,0.901658962,17041107.0,Euro,44449.0,13195676532.0,2488745851.0,29272708555.0,633000000000.0,536000000000.0,191000000000.0,172000000000.0,170000000000.0,345000000000.0,575000000000.0,82662074211.0,110000000000.0,364000000000.0,689000000000.0,66692621665.0,106000000000.0,757000000000.0,765000000000.0,0.0012118931006066683,1.2118931006066682
Hungria,2396,2391,5,Europa,Europa,2015,Hungria,Hungary,348.0,Hungary,2015,279.3325,279.3325,9844246.0,Forint,12107.0,4743554724.0,1512273008.0,4426502466.0,110000000000.0,86063791360.0,24676695336.0,29431337206.0,27919064198.0,61387096024.0,99881467427.0,25304316540.0,28598487466.0,42948736721.0,105000000000.0,11950388873.0,12797196889.0,119000000000.0,125000000000.0,0.00024339091079194893,0.24339091079194894
Inglaterra,76351,75473,878,Europa,Europa,2015,Inglaterra,United Kingdom,826.0,United Kingdom,2015,0.654545479,0.654545479,65224364.0,Pound Sterling,44018.0,18473888201.0,10932777370.0,160000000000.0,811000000000.0,2460000000000.0,572000000000.0,521000000000.0,510000000000.0,1890000000000.0,859000000000.0,271000000000.0,368000000000.0,1460000000000.0,2620000000000.0,267000000000.0,344000000000.0,2870000000000.0,2930000000000.0,0.0011705901800744274,1.1705901800744274
Irlanda,5293,5267,26,Europa,Europa,2015,Irlanda,Ireland,372.0,Ireland,2015,0.901658962,0.901658962,4665760.0,Euro,48120.0,2607506940.0,4916115947.0,5444165931.0,356000000000.0,133000000000.0,36473966765.0,75209929569.0,70293813622.0,96125338612.0,272000000000.0,101000000000.0,106000000000.0,97780502109.0,271000000000.0,32767925853.0,26382777760.0,225000000000.0,292000000000.0,0.0011344346901683755,1.1344346901683755
Italia,57813,57223,590,Europa,Europa,2015,Italia,Italy,380.0,Italy,2015,0.901658962,0.901658962,60232906.0,Euro,30269.0,37915665961.0,1449772093.0,71670889715.0,546000000000.0,1470000000000.0,351000000000.0,314000000000.0,313000000000.0,1120000000000.0,490000000000.0,264000000000.0,311000000000.0,828000000000.0,1650000000000.0,150000000000.0,251000000000.0,1820000000000.0,1840000000000.0,0.0009598241864671115,0.9598241864671114
Noruega,11254,11157,97,Europa,Europa,2015,Noruega,Norway,578.0,Norway,2015,8.064166667,8.064166667,5190356.0,Norwegian Krone,77419.0,5931921050.0,14049808825.0,21803120802.0,146000000000.0,258000000000.0,89656505115.0,106000000000.0,91996486514.0,168000000000.0,124000000000.0,26519293169.0,97835403534.0,153000000000.0,343000000000.0,33288250491.0,31575488271.0,402000000000.0,386000000000.0,0.00216825204282712,2.1682520428271204
Polonia,9024,8996,28,Europa,Europa,2015,Polonia,Poland,616.0,Poland,2015,3.7695,3.7695,38553146.0,Zloty,11915.0,11346332405.0,2645974267.0,33917760976.0,226000000000.0,367000000000.0,85974532431.0,100000000000.0,97468895079.0,281000000000.0,216000000000.0,83505239422.0,110000000000.0,144000000000.0,424000000000.0,44469027723.0,79810584958.0,459000000000.0,477000000000.0,0.00023406650134336638,0.23406650134336637
Portugal,47677,47628,49,Europa,Europa,2015,Portugal,Portugal,620.0,Portugal,2015,0.901658962,0.901658962,10365435.0,Euro,18713.0,4184483447.0,559849146.0,7088530444.0,80951568282.0,166000000000.0,35578891094.0,31601859697.0,31042010550.0,131000000000.0,79477967889.0,24194133179.0,31706687579.0,81789573594.0,174000000000.0,14427696672.0,34391181499.0,194000000000.0,199000000000.0,0.0045996140055868375,4.5996140055868375
Republica Tcheca,3252,3247,5,Europa,Europa,2015,Republica Tcheca,Czechia,203.0,Czechia,2015,24.59875,24.59875,10523798.0,Czech Koruna,16642.0,4157812897.0,2492809594.0,9577559835.0,151000000000.0,124000000000.0,35566929214.0,52617754967.0,50124945373.0,88675644088.0,140000000000.0,44980659586.0,53943432085.0,61406778800.0,169000000000.0,18453173434.0,21785863103.0,175000000000.0,188000000000.0,0.00030901391303785953,0.3090139130378595
Russia,11647,11600,47,Europa,Europa,2015,Russia,Russian Federation,643.0,Russian Federation,2015,60.93765011,60.93765011,144668389.0,Russian Ruble,9164.0,52809089487.0,20959127858.0,86961385434.0,391000000000.0,961000000000.0,249000000000.0,302000000000.0,281000000000.0,711000000000.0,282000000000.0,171000000000.0,319000000000.0,461000000000.0,1220000000000.0,94222784305.0,211000000000.0,1330000000000.0,1360000000000.0,8.050825809638345e-05,0.08050825809638346
Suecia,10827,10792,35,Europa,Europa,2015,Suecia,Sweden,752.0,Sweden,2015,8.434840833,8.434840833,9849349.0,Swedish Krona,51692.0,7321774201.0,3284827841.0,27892523955.0,221000000000.0,362000000000.0,130000000000.0,123000000000.0,120000000000.0,233000000000.0,202000000000.0,68720206042.0,84028734389.0,214000000000.0,449000000000.0,59614995699.0,56333487423.0,509000000000.0,505000000000.0,0.0010992604688898728,1.0992604688898728
Suica,15444,15216,228,Europa,Europa,2015,Suica,Switzerland,756.0,Switzerland,2015,0.962381328,0.962381328,8281732.0,Swiss Franc,84660.0,4348277313.0,-2177474707.0,35004837894.0,438000000000.0,447000000000.0,79984614996.0,173000000000.0,176000000000.0,367000000000.0,356000000000.0,123000000000.0,137000000000.0,327000000000.0,680000000000.0,56880859892.0,121000000000.0,701000000000.0,702000000000.0,0.0018648273090701318,1.8648273090701317
Outros,17735,17662,73,Europa,Europa,2015,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,14562,14373,189,Oceania,Oceania,2015,Australia,Australia,36.0,Australia,2015,1.331090262,1.331090262,23820236.0,Australian Dollar,51047.0,29942372147.0,803101059.0,98735603217.0,240000000000.0,957000000000.0,247000000000.0,316000000000.0,316000000000.0,710000000000.0,268000000000.0,75786746283.0,179000000000.0,621000000000.0,1160000000000.0,93263397308.0,136000000000.0,1220000000000.0,1250000000000.0,0.000611328955766853,0.611328955766853
Nova Zelandia,3067,3018,49,Oceania,Oceania,2015,Nova Zelandia,New Zealand,554.0,New Zealand,2015,1.433975,1.433975,4590590.0,New Zealand Dollar,37502.0,7961784550.0,507679702.0,10578984989.0,49705887481.0,135000000000.0,32935720637.0,41300580554.0,40792900853.0,102000000000.0,48010599906.0,20090308408.0,27100890880.0,83659756969.0,163000000000.0,13388657403.0,20392963615.0,172000000000.0,178000000000.0,0.0006681058426041098,0.6681058426041098
Outros,38,37,1,Oceania,Oceania,2015,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paises nao especificados,20,19,1,Desconhecido,Oceania,2015,Paises nao especificados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa do Sul,1675,1660,15,África,África,2016,Africa do Sul,South Africa,710.0,South Africa,2016,14.70961089,14.70961089,56422274.0,Rand,5588.0,7811559456.0,-1556526556.0,10905998891.0,91103998910.0,267000000000.0,62473027690.0,54878540589.0,56435067146.0,205000000000.0,89644971337.0,40393046738.0,66046614527.0,141000000000.0,292000000000.0,25559207713.0,40414801223.0,315000000000.0,324000000000.0,2.9686857357078517e-05,0.029686857357078517
Angola,6497,6497,0,África,África,2016,Angola,Angola,24.0,Angola,2016,163.6564341,163.6564341,29154746.0,Kwanza,3289.0,9941654232.0,1012750598.0,13924011941.0,28440555958.0,70692107694.0,14036677343.0,27520555499.0,26507804901.0,56655430351.0,25529389142.0,6959721285.0,29198796038.0,22123778065.0,101000000000.0,4702004866.0,20683197907.0,95893926423.0,101000000000.0,0.00022284536452487014,0.22284536452487014
Cabo Verde,137,137,0,África,África,2016,Cabo Verde,Cabo Verde,132.0,Cabo Verde,2016,99.68795356,99.68795356,558394.0,Cabo Verde Escudo,2870.0,132970065.0,35743287.0,135314516.0,735544651.0,1338322532.0,287544281.0,586321554.0,550578267.0,1050778250.0,997177606.0,98653507.0,149565928.0,554236569.0,1445414110.0,216733405.0,256593627.0,1602780652.0,1663011131.0,0.0002453464757859146,0.2453464757859146
Egito,1071,1069,2,África,África,2016,Egito,Egypt,818.0,Egypt,2016,10.02540079,10.02540079,99784030.0,Egyptian Pound,2692.0,31807007692.0,1546072853.0,14508148160.0,27958972006.0,255000000000.0,30883303973.0,40646754040.0,39100681187.0,225000000000.0,53783385959.0,45514290114.0,73205302758.0,82140357016.0,267000000000.0,22894047315.0,42208586861.0,269000000000.0,270000000000.0,1.0733180449817471e-05,0.010733180449817472
Gana,120,120,0,África,África,2016,Gana,Ghana,288.0,Ghana,2016,3.9098,3.9098,29554303.0,Cedi,1826.0,11707233290.0,497851630.0,3793777542.0,17519736884.0,44807421240.0,4429708564.0,14441512402.0,13943660772.0,40377712676.0,20603497631.0,6077310247.0,11760186995.0,10686688517.0,51926654321.0,4535378992.0,9443388985.0,53961581127.0,56165172896.0,4.0603224511841815e-06,0.004060322451184182
Marrocos,2426,2426,0,África,África,2016,Marrocos,Morocco,504.0,Morocco,2016,9.807476032,9.807476032,35107264.0,Moroccan Dirham,3134.0,11516520625.0,3417698895.0,6609039858.0,34291493440.0,86687135127.0,20486718433.0,35656472560.0,32238773665.0,66200416694.0,45062154481.0,16467641571.0,22048588169.0,37148395655.0,99746560365.0,7105191976.0,15318824080.0,110000000000.0,112000000000.0,6.910250824444764e-05,0.06910250824444765
Mocambique,118,118,0,África,África,2016,Mocambique,Mozambique,508.0,Mozambique,2016,63.05623273,63.05623273,27696493.0,Metical,424.0,2728148973.0,2468551770.0,196416648.0,4004302192.0,10975529771.0,3146932049.0,5562916033.0,3094364263.0,7828597721.0,8605754909.0,1012153660.0,2241289349.0,2901687079.0,10576991754.0,1040826506.0,1468623198.0,11742156097.0,11936993086.0,4.260467200666886e-06,0.0042604672006668854
Nigeria,391,391,0,África,África,2016,Nigeria,Nigeria,566.0,Nigeria,2016,253.4922519,253.4922519,188666931.0,Naira,1984.0,84907969911.0,2596960897.0,14227496701.0,37301000273.0,350000000000.0,21787449158.0,62073316316.0,59476355419.0,330000000000.0,46552507663.0,35122321162.0,59309921886.0,105000000000.0,400000000000.0,51492760139.0,85213351087.0,374000000000.0,405000000000.0,2.0724352589378794e-06,0.0020724352589378795
Quenia,564,564,0,África,África,2016,Quenia,Kenya,404.0,Kenya,2016,101.5043695,101.5043695,47894670.0,Kenyan Shilling,1541.0,14988847641.0,-32396670.0,3834821675.0,9912815872.0,66598264306.0,9434016902.0,14475560054.0,14507956724.0,57164247404.0,16171498410.0,6973891277.0,9753231471.0,25686692879.0,70807440303.0,9660734853.0,6883111785.0,73801843692.0,74815138871.0,1.1775840610239094e-05,0.011775840610239095
Tunisia,1082,1082,0,África,África,2016,Tunisia,Tunisia,788.0,Tunisia,2016,2.148033333,2.148033333,11685667.0,Tunisian Dinar,3714.0,3781877997.0,-10009156.0,2275057805.0,16987818314.0,39936065548.0,8303874862.0,9082726835.0,9092735991.0,31632190686.0,21646544902.0,6125742928.0,8374730374.0,16029639515.0,40915612731.0,3819028258.0,6635278782.0,43403538420.0,44360065797.0,9.259206171115436e-05,0.09259206171115436
Outros,2632,2628,4,África,África,2016,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2670,2662,8,Am Central e Caribe,América,2016,Costa Rica,Costa Rica,188.0,Costa Rica,2016,544.7393672,544.7393672,4945205.0,Costa Rican Colon,11398.0,2891951912.0,37896287.0,2887150865.0,18395634992.0,47530352034.0,9832559650.0,11115578797.0,11077682510.0,37697792384.0,18194546238.0,6829293612.0,8676295123.0,27515291590.0,54150777366.0,4979126265.0,7200961610.0,56365195527.0,58847019585.0,0.0005399169498534439,0.539916949853444
Cuba,1631,1631,0,Am Central e Caribe,América,2016,Cuba,Cuba,192.0,Cuba,2016,1.0,1.0,11342012.0,Cuban Peso,7943.0,3599000000.0,684000000.0,6407000000.0,13690000000.0,80172000000.0,29143000000.0,8735000000.0,8051000000.0,51029000000.0,11226000000.0,12655000000.0,14556000000.0,34976000000.0,90393000000.0,8445000000.0,22410000000.0,90086000000.0,91370000000.0,0.00014380164648035993,0.14380164648035992
El Salvador,1074,1074,0,Am Central e Caribe,América,2016,El Salvador,El Salvador,222.0,El Salvador,2016,1.0,1.0,6250510.0,US Dollar,3671.0,1386690000.0,115450000.0,1223000000.0,6884537749.0,24175560000.0,3947180000.0,3862770000.0,3747320000.0,20228380000.0,10731441791.0,3939740000.0,4784900000.0,9093360000.0,21989880000.0,1998770000.0,3503160000.0,22945050000.0,24191430000.0,0.00017182597900011358,0.17182597900011357
Guatemala,1682,1682,0,Am Central e Caribe,América,2016,Guatemala,Guatemala,320.0,Guatemala,2016,7.599937083,7.599937083,16291004.0,Quetzal,3972.0,6381680462.0,-6439087.0,3328663371.0,12387053622.0,62753764644.0,6896208210.0,9156302038.0,9162741126.0,55857556435.0,18243717659.0,9373374621.0,11608944516.0,21587195187.0,62197654245.0,4831182076.0,14459988633.0,64707479460.0,66053402645.0,0.0001032471663502139,0.1032471663502139
Haiti,181,181,0,Am Central e Caribe,América,2016,Haiti,Haiti,332.0,Haiti,2016,63.33581837,63.33581837,10713849.0,Gourde,1249.0,2411792457.0,,748331197.0,1537881763.0,14009481883.0,1100956801.0,2258011401.0,2258011401.0,12908525082.0,4472019266.0,2194977552.0,2530512802.0,3393305360.0,12824970210.0,726407047.0,3014621347.0,13379011728.0,13333355781.0,1.689402193366735e-05,0.01689402193366735
Honduras,736,734,2,Am Central e Caribe,América,2016,Honduras,Honduras,340.0,Honduras,2016,22.83501839,22.83501839,9460798.0,Lempira,2135.0,2616945560.0,291569724.0,1189269898.0,9276497894.0,19765283403.0,3065208830.0,5076939200.0,4785369476.0,16700074573.0,12401084823.0,3723868251.0,4419904476.0,7455006039.0,20904953604.0,1578759403.0,3645059469.0,20197399981.0,21717608960.0,7.779470611252878e-05,0.07779470611252878
Nicaragua,297,297,0,Am Central e Caribe,América,2016,Nicaragua,Nicaragua,558.0,Nicaragua,2016,28.62096241,28.62096241,6389235.0,Cordoba Oro,1978.0,1981665871.0,472517254.0,744285152.0,5165902265.0,11273155496.0,1921279645.0,4145312482.0,3672795228.0,9351875851.0,7298277045.0,1879284741.0,2682846031.0,3894410430.0,11980759730.0,689501633.0,1988050614.0,12640244064.0,13286093197.0,4.648443827782199e-05,0.04648443827782199
Panama,2568,2568,0,Am Central e Caribe,América,2016,Panama,Panama,591.0,Panama,2016,1.0,1.0,4026336.0,Balboa,13168.0,1505809167.0,1244266307.0,10750424578.0,24305508590.0,36460508763.0,6353251055.0,23452309473.0,22208043166.0,30107257708.0,26310631417.0,3575785040.0,5718850201.0,17740555604.0,55605190904.0,6517669820.0,13371881534.0,53020660609.0,57907695409.0,0.0006378007200591307,0.6378007200591307
Republica Dominicana,1145,1140,5,Am Central e Caribe,América,2016,Republica Dominicana,Dominican Republic,214.0,Dominican Republic,2016,46.07797961,46.07797961,10527592.0,Dominican Peso,6880.0,4168037064.0,20466491.0,7155500777.0,18095194473.0,61147619136.0,7797324316.0,17385907138.0,17365440647.0,53350294820.0,20946311439.0,10912493631.0,13716260180.0,24269252724.0,70334581199.0,6991196007.0,14034334447.0,72430268028.0,75682409308.0,0.00010876181371770487,0.10876181371770487
Trinidad e Tobago,429,428,1,Am Central e Caribe,América,2016,Trinidad e Tobago,Trinidad and Tobago,780.0,Trinidad and Tobago,2016,6.668966667,6.668966667,1469330.0,Trinidad and Tobago Dollar,15775.0,251701148.0,,1393195773.0,9931669353.0,19192317545.0,3754988388.0,4683128210.0,4683128210.0,15437329157.0,10310899222.0,4065396870.0,6893814401.0,6221636341.0,23037946994.0,1405941550.0,6871657781.0,23178642220.0,23496215885.0,0.000291969809368896,0.291969809368896
Outros,1402,1401,1,Am Central e Caribe,América,2016,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,21844,21589,255,América do Norte,América,2016,Canada,Canada,124.0,Canada,2016,1.325399636,1.325399636,36113532.0,Canadian Dollar,41801.0,28459340841.0,-172023587.0,109000000000.0,481000000000.0,1220000000000.0,322000000000.0,348000000000.0,348000000000.0,894000000000.0,517000000000.0,152000000000.0,243000000000.0,750000000000.0,1420000000000.0,110000000000.0,183000000000.0,1510000000000.0,1530000000000.0,0.0006048702187313055,0.6048702187313055
Estados Unidos,221445,220071,1374,América do Norte,América,2016,Estados Unidos,United States,840.0,United States,2016,1.0,1.0,327210198.0,US Dollar,58129.0,166000000000.0,36259000000.0,748000000000.0,2230000000000.0,15400000000000.0,2660000000000.0,3840000000000.0,3810000000000.0,12700000000000.0,2740000000000.0,2100000000000.0,2670000000000.0,10400000000000.0,18700000000000.0,1920000000000.0,2770000000000.0,19000000000000.0,18700000000000.0,0.0006767668041935538,0.6767668041935538
Mexico,13615,13386,229,América do Norte,América,2016,Mexico,Mexico,484.0,Mexico,2016,18.66405833,18.66405833,121519221.0,Mexican Peso,8637.0,36091386502.0,8833447638.0,77775808566.0,399000000000.0,836000000000.0,130000000000.0,255000000000.0,246000000000.0,707000000000.0,421000000000.0,186000000000.0,242000000000.0,343000000000.0,1010000000000.0,85991389618.0,227000000000.0,1050000000000.0,1080000000000.0,0.00011203988873496811,0.1120398887349681
Argentina,377677,369061,8616,América do Sul,América,2016,Argentina,Argentina,32.0,Argentina,2016,14.75817509,14.75817509,43668241.0,Argentine Peso,12486.0,34926978992.0,18905168810.0,21371629444.0,69842603992.0,465000000000.0,98429978880.0,98478203613.0,79573034803.0,366000000000.0,75639253620.0,75200103763.0,102000000000.0,197000000000.0,471000000000.0,29832538803.0,86288758312.0,545000000000.0,558000000000.0,0.008648779784832644,8.648779784832644
Bolivia,923,917,6,América do Sul,América,2016,Bolivia,Bolivia (Plurinational State of),68.0,Bolivia (Plurinational State of),2016,6.91,6.91,11263015.0,Boliviano,2942.0,3791860331.0,131316932.0,1086323695.0,8311505065.0,29314095514.0,5925528220.0,7147105644.0,7015788712.0,23388567294.0,10831635311.0,3728168488.0,7509727762.0,10417418321.0,29291384293.0,3268610365.0,3217443820.0,33140095874.0,33941126200.0,8.194963781900318e-05,0.08194963781900318
Chile,120285,120083,202,América do Sul,América,2016,Chile,Chile,152.0,Chile,2016,676.957736,676.957736,18083879.0,Chilean Peso,13402.0,9997248433.0,-1310465064.0,17021470088.0,70495462057.0,193000000000.0,34510194870.0,55627593564.0,56938058628.0,159000000000.0,68969744995.0,27487705379.0,55319529626.0,97434594443.0,229000000000.0,20149471666.0,29178554539.0,242000000000.0,250000000000.0,0.006651504359214082,6.651504359214082
Colombia,26736,26699,37,América do Sul,América,2016,Colombia,Colombia,170.0,Colombia,2016,3054.121673,3054.121673,47625955.0,Colombian Peso,5873.0,18684586309.0,2925882121.0,21061701819.0,41623750984.0,236000000000.0,41126390314.0,65523257228.0,62597375107.0,195000000000.0,60766406796.0,34781194519.0,57250174914.0,103000000000.0,258000000000.0,22648082624.0,35570292092.0,280000000000.0,283000000000.0,0.000561374569811776,0.561374569811776
Equador,5186,5177,9,América do Sul,América,2016,Equador,Ecuador,218.0,Ecuador,2016,1.0,1.0,16439585.0,US Dollar,5963.0,9513086000.0,-117316000.0,11975950000.0,19492639000.0,74486286000.0,14596594000.0,24963472000.0,25080788000.0,59889692000.0,19004701000.0,14541423000.0,20027108000.0,32437317000.0,93038286000.0,7329731000.0,11755094000.0,98028639000.0,99937696000.0,0.00031545808486041466,0.31545808486041466
Guiana,50,50,0,América do Sul,América,2016,Guiana,Guyana,328.0,Guyana,2016,206.5,206.5,759087.0,Guyana Dollar,6337.0,913898305.0,,340096852.0,2140082951.0,3614717212.0,782425279.0,1354183751.0,1354183751.0,2832291933.0,2475743996.0,222644068.0,977050847.0,1384523002.0,4216968523.0,263772397.0,337627119.0,4810455206.0,4482697337.0,6.586860267663654e-05,0.06586860267663654
Guiana Francesa,0,0,0,América do Sul,América,2016,Guiana Francesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguai,3995,3984,11,América do Sul,América,2016,Paraguai,Paraguay,600.0,Paraguay,2016,5670.517431,5670.517431,6266615.0,Guarani,5557.0,3860339602.0,262211730.0,2288635512.0,13412910349.0,26580516433.0,4100869247.0,7147988767.0,6885777037.0,22479647186.0,11051715525.0,6879144625.0,10161149025.0,10045772365.0,33499535796.0,2557444326.0,4586194967.0,34822807297.0,36089700024.0,0.0006375052560273768,0.6375052560273768
Peru,14375,14351,24,América do Sul,América,2016,Peru,Peru,604.0,Peru,2016,3.375061587,3.375061587,31132779.0,Nuevo Sol,5908.0,13308201596.0,1102202109.0,12624954804.0,43369578960.0,150000000000.0,25260872371.0,42258488124.0,41156286015.0,125000000000.0,43730757554.0,25606940130.0,46012493695.0,58349157463.0,176000000000.0,16977171681.0,28886583987.0,184000000000.0,192000000000.0,0.00046173198993896435,0.46173198993896436
Suriname,57,57,0,América do Sul,América,2016,Suriname,Suriname,740.0,Suriname,2016,6.228630278,6.228630278,581453.0,Surinam Dollar,5415.0,357157818.0,,191867224.0,1444414036.0,2261840625.0,374579465.0,1081007332.0,1081007332.0,1887261159.0,1646578548.0,444507681.0,695720697.0,734081138.0,3138441539.0,371502866.0,788111797.0,3148313373.0,3140683445.0,9.803027931750288e-05,0.09803027931750288
Uruguai,41943,41627,316,América do Sul,América,2016,Uruguai,Uruguay,858.0,Uruguay,2016,30.1626,30.1626,3413766.0,Peso Uruguayo,15978.0,3832852511.0,256125358.0,2798381071.0,15427745685.0,44192314126.0,9139060500.0,9990512278.0,9734386921.0,35053253626.0,12373919600.0,6273402963.0,7990451070.0,23855686482.0,50951120587.0,4816005190.0,7657744264.0,54544470048.0,57236652490.0,0.0122864308801482,12.2864308801482
Venezuela,6553,6539,14,América do Sul,América,2016,Venezuela,Venezuela (Bolivarian Republic of),862.0,Venezuela (Bolivarian Republic of),2016,9.74e-10,9.26e-11,30741464.0,Bolivar Digital,9222.0,20132243411.0,-38604925992.0,10451317838.0,92668847942.0,274000000000.0,26814016125.0,295338434.0,38900254155.0,247000000000.0,78738773266.0,40755707542.0,94976049782.0,57504880727.0,270000000000.0,17340527953.0,70053374659.0,283000000000.0,289000000000.0,0.00021316486423678455,0.21316486423678455
Arabia Saudita,424,424,0,Ásia,Ásia,2016,Arabia Saudita,Saudi Arabia,682.0,Saudi Arabia,2016,3.75,3.75,33416270.0,Saudi Riyal,19771.0,17320595987.0,31005368932.0,42553328393.0,201000000000.0,443000000000.0,167000000000.0,199000000000.0,168000000000.0,276000000000.0,198000000000.0,83242736859.0,236000000000.0,232000000000.0,644000000000.0,42823313360.0,73623041918.0,661000000000.0,645000000000.0,1.2688429917522212e-05,0.012688429917522212
Bangladesh,144,144,0,Ásia,Ásia,2016,Bangladesh,Bangladesh,50.0,Bangladesh,2016,78.65361667,78.65361667,159784568.0,Taka,1729.0,35536191703.0,,20703765053.0,36740751697.0,192000000000.0,15479656901.0,79808574177.0,79808574177.0,176000000000.0,45956132130.0,53702171356.0,61293735804.0,72180179419.0,253000000000.0,23249191635.0,39717946709.0,276000000000.0,264000000000.0,9.01213438834719e-07,0.000901213438834719
China,14382,14330,52,Ásia,Ásia,2016,China,China,156.0,China,2016,6.644477829,6.644477829,1401889681.0,Yuan Renminbi,7973.0,940000000000.0,121000000000.0,775000000000.0,2200000000000.0,6180000000000.0,1840000000000.0,4790000000000.0,4670000000000.0,4340000000000.0,1940000000000.0,3150000000000.0,3690000000000.0,3710000000000.0,11200000000000.0,800000000000.0,1310000000000.0,11200000000000.0,11200000000000.0,1.0259009817192599e-05,0.0102590098171926
